SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
1142794,17000,1011349,257,121,3,1000,10539,Medium,8/13/2009 0:00,D65E-8,D65,E,-8,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Missouri,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1142800,13500,461608,7014,121,3,2000,1507,Medium,1/29/2004 0:00,236,236,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1142803,11000,1042469,4790,121,3,1988,6490,Low,12/1/2005 0:00,70D,70,D,,,Mini,"Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons",Minnesota,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1142804,5750,1067731,9562,121,3,1000,6475,Low,11/18/2010 0:00,853,853,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,California,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1142817,43000,1009050,28919,121,3,2004,6197,Medium,12/16/2010 0:00,WA2505L,WA250,,5,L,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1142821,13000,1033782,9580,121,3,2005,2058,Medium,5/26/2011 0:00,T190,T190,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Georgia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
1142822,18500,1017249,7019,121,3,2004,610,Medium,2/23/2006 0:00,246,246,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,EROPS w AC,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1142827,16000,1012001,4138,121,3,1000,0,,6/9/2011 0:00,D7F,D7,F,,,Large,"Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower",Georgia,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Lever,,
1142830,26500,1044242,1893,121,3,2004,0,,3/12/2009 0:00,650HLGP,650,H,,LGP,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Wisconsin,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1142831,54000,1023003,1613,121,3,1992,5695,Low,12/14/2005 0:00,D6HIIXR,D6,H,II,XR,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",West Virginia,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Differential Steer,,
1142832,69000,192139,3362,121,3,1000,16853,High,8/20/2009 0:00,140G,140,G,,,,Motorgrader - 145.0 to 170.0 Horsepower,Colorado,MG,Motor Graders,No,EROPS w AC,,,,,Powershift,,None or Unspecified,None or Unspecified,Low Profile,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,Tip,"14""",,,,,,,,,,,,,,,
1142836,46000,1027815,385,121,3,2004,3171,Medium,3/5/2009 0:00,PC200LC7,PC200,,LC,7,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Utah,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
1142841,23000,1006607,5260,121,3,1999,6427,Medium,12/1/2005 0:00,D32P,D32,P,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Georgia,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1142842,26000,1043355,4581,121,3,1998,7766,Medium,11/11/2010 0:00,230LC,230,,,LC,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Virginia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 10""",None or Unspecified,None or Unspecified,Double,,,,,
1142844,18500,397927,13395,121,3,2005,273,Low,9/20/2007 0:00,303CR,303,,,CR,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",New Jersey,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,18 inch,None or Unspecified,Manual,Yes,Double,,,,,
1142847,38000,1058851,3540,121,3,2007,1042,Medium,7/16/2009 0:00,416E,416,E,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,Reversible,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142849,15500,999406,4995,121,3,1996,0,,11/15/2006 0:00,655D,655,D,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Georgia,BL,Backhoe Loaders,Two Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142853,29000,1065943,16565,121,3,2007,406,Low,12/16/2010 0:00,PC35MR-2,PC35,MR,-2,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Pennsylvania,TEX,Track Excavators,,EROPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142862,10000,1051251,3317,121,3,1000,0,,3/8/2007 0:00,W14H,W14,H,,,Compact,Wheel Loader - 80.0 to 90.0 Horsepower,Texas,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1142876,10500,1005542,17440,121,3,2000,1249,Medium,6/29/2006 0:00,LS180,LS180,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Wisconsin,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1142877,8000,1042106,17440,121,3,2001,1053,Low,6/25/2009 0:00,LS180,LS180,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,North Carolina,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1142878,11000,1067348,7001,121,3,1979,981,Low,4/20/2006 0:00,215,215,,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Illinois,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,28 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1142881,18000,1053620,17284,121,3,2002,695,Low,6/30/2005 0:00,B200,B200,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Tennessee,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Hydrostatic,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142882,15500,303916,7009,121,3,2003,162,Low,5/20/2004 0:00,226,226,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Virginia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1142886,22500,1042437,4751,121,3,1000,7704,Low,10/16/2008 0:00,644D,644,D,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Wisconsin,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1142896,14000,1011861,4792,121,3,1988,6400,Medium,12/16/2004 0:00,710B,710,B,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142899,8000,1038834,7110,121,3,1000,12675,Medium,7/23/2009 0:00,416,416,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Virginia,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142903,16500,590692,7021,121,3,2000,433,Low,2/12/2004 0:00,248,248,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1142906,39000,1008258,216,121,3,2008,0,,1/28/2010 0:00,D39PX-21,D39,PX,-21,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",North Carolina,TTT,Track Type Tractors,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1142912,18000,1039585,4793,121,3,1991,8442,Medium,7/9/2007 0:00,710C,710,C,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142920,55000,111534,4149,121,3,1000,18069,Medium,12/23/2010 0:00,D8N,D8,N,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",North Carolina,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,Semi U,Differential Steer,,
1142921,32500,1024642,4806,121,3,1995,6214,Medium,7/28/2005 0:00,750C,750,C,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1142924,16500,1049770,28718,121,3,2006,136,Low,12/15/2010 0:00,SK10205N,SK1020,,5N,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,EROPS w AC,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1142929,22500,65225,3537,121,3,1996,2164,Low,6/1/2006 0:00,416B,416,B,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,Street,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142933,22000,1033450,3178,121,3,1996,0,,10/4/2007 0:00,580SUPER L,580,SUPER L,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Illinois,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142937,31000,1031293,22155,121,3,2005,4066,Medium,4/16/2009 0:00,650JLGP,650,J,,LGP,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Louisiana,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1142942,9000,1015621,23749,121,3,1000,2053,Low,12/15/2005 0:00,PC27,PC27,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Oregon,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1142944,40000,1012413,3877,121,3,1983,16413,Medium,4/5/2007 0:00,980C,980,C,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Georgia,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1142946,12500,1032767,107,121,3,1993,9160,High,8/23/2007 0:00,D3CII,D3,C,II,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1142947,16500,1064384,10473,121,3,2003,743,Low,5/3/2007 0:00,EC35,EC35,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Arkansas,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1142949,13000,89251,1532,121,3,1000,11792,High,10/25/2007 0:00,D3CLGP,D3,C,,LGP,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Pennsylvania,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1142951,22500,1038400,19360,121,3,2004,149,Low,5/31/2007 0:00,ME3503,ME3503,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Nevada,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1142955,25000,1013747,13244,121,3,1999,4409,Medium,6/15/2006 0:00,580LII,580,L,II,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
1142958,16500,1049607,3883,121,3,1000,9438,Low,6/2/2011 0:00,988B,988,B,,,Large,Wheel Loader - 350.0 to 500.0 Horsepower,Virginia,WL,Wheel Loader,,EROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1142960,16500,1059930,3883,121,3,1000,42368,Medium,5/28/2009 0:00,988B,988,B,,,Large,Wheel Loader - 350.0 to 500.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1142962,15500,506542,7019,121,3,2001,653,Medium,1/29/2004 0:00,246,246,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Texas,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1142966,32000,536868,1545,121,3,2000,6999,High,2/22/2007 0:00,D4CIIILGP,D4,C,III,LGP,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Florida,TTT,Track Type Tractors,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1142968,45000,1032335,5331,121,3,1998,8935,Medium,12/16/2010 0:00,GD530A,GD530,A,,,,Motorgrader - 130.0 to 145.0 Horsepower,Florida,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"17.5""",,,,,,,,,,,,,,,
1142969,20000,1006244,15875,121,3,2001,389,Low,12/14/2006 0:00,2140000,214,E,4,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,South Carolina,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142970,74000,1033699,16506,121,3,2007,6612,High,8/29/2011 0:00,PC200LC8,PC200,,LC,8,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",West Virginia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 8""",None or Unspecified,None or Unspecified,Double,,,,,
1142973,12000,1044928,5162,121,3,2005,0,,3/26/2009 0:00,214E,214,E,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Maryland,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142974,18500,970628,4112,121,3,1000,0,,3/5/2009 0:00,D5B,D5,B,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Washington,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1142983,24500,137043,3538,121,3,1999,2189,Low,12/14/2006 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Georgia,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,Street,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1142992,23500,831175,3537,121,3,1996,6274,Medium,2/23/2006 0:00,416B,416,B,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,New York,BL,Backhoe Loaders,Four Wheel Drive,EROPS,Yes,Reversible,No,Extended,Standard,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
1142997,11000,1050274,4696,121,3,1000,7139,Low,5/19/2011 0:00,544B,544,B,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Illinois,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1142999,45000,1017529,14272,121,3,2005,3999,Medium,1/28/2010 0:00,200CLC,200,C,,LC,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",Virginia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,
1143000,23500,1067248,4641,121,3,1999,1800,Low,9/18/2008 0:00,410E,410,E,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1143002,32500,124817,3539,121,3,2003,1066,Medium,10/20/2005 0:00,416D,416,D,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,Reversible,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1143003,55000,999782,4503,121,3,1999,1772,Low,9/8/2005 0:00,710A,710,A,,,,Motorgrader - 130.0 to 145.0 Horsepower,Kansas,MG,Motor Graders,No,EROPS w AC,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
1143007,18000,1033196,10479,121,3,2003,1310,Low,2/25/2010 0:00,EC55,EC55,,,,Mini,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,16 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1143010,8500,1055547,9551,121,3,1997,1975,Medium,2/12/2004 0:00,763,763,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1143022,8150,1021648,16770,121,3,2004,1211,Low,2/25/2010 0:00,L2800D,L2800,D,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1143023,43000,1060849,5887,121,3,1998,9039,Medium,4/6/2006 0:00,L70C,L70,C,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Georgia,WL,Wheel Loader,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1143025,52000,759578,3350,121,3,1000,4447,Low,4/12/2007 0:00,120G,120,G,,,,Motorgrader - 45.0 to 130.0 Horsepower,Florida,MG,Motor Graders,No,EROPS,,,,,Powershift,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
1143028,80000,1022793,3861,121,3,1999,18899,Medium,11/4/2010 0:00,970F,970,F,,,Medium,Wheel Loader - 250.0 to 275.0 Horsepower,Minnesota,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1143030,11000,1039705,17311,121,3,2005,1220,Medium,2/10/2011 0:00,S175,S175,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,California,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1143031,28000,1027562,222,121,3,2004,2398,Low,2/25/2010 0:00,D41P-6,D41,P,-6,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1143038,43000,1038041,28637,121,3,2002,7342,Medium,7/9/2009 0:00,PC400LC5LC,PC400,LC,5,LC,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Alabama,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1143043,5500,1055371,20645,121,3,2004,139,Low,7/13/2006 0:00,G524,G524,,,,,Skid Steer Loader - 0.0 to 701.0 Lb Operating Capacity,California,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1143045,27500,178712,3567,121,3,1998,3439,Medium,4/12/2007 0:00,446B,446,B,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,Reversible,No,Extended,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1143046,21500,191311,3538,121,3,1997,9768,High,11/11/2010 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Colorado,BL,Backhoe Loaders,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Standard,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
1143049,51000,1019533,3856,121,3,1989,16552,Medium,1/29/2004 0:00,966E,966,E,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,Utah,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1143053,13000,407747,7009,121,3,2002,1082,Medium,3/9/2006 0:00,226,226,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,New Jersey,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1143054,10500,1063461,12524,121,3,2001,2343,Low,1/11/2007 0:00,TB135,TB135,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Michigan,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1143055,15000,1032811,4123,121,3,1975,784,Low,5/3/2007 0:00,D6C,D6,C,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Mississippi,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1143056,17500,1000156,25020,121,3,2000,1603,Low,8/24/2006 0:00,555E,555,,,E,,Backhoe Loader - Unidentified,Ohio,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1143061,81000,450562,1169,121,3,2002,4211,Medium,8/23/2007 0:00,320CL,320,C,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",California,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
1143062,49000,1035024,28919,121,3,2005,4513,Medium,12/16/2010 0:00,WA2505L,WA250,,5,L,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
